-0.007435277,0.00142773,0.000286398,0.000306735,0.00079593,-0.00064327,0.000256103,-0.000417312,-0.001169857,0.000449017,0.000420794,-0.001022725,0.000534336,0.000150261,-0.000411134,-0.000281627,-0.000168298,-0.00027474,0.000334018,-7.14E-05,-0.000172082,7.17E-05,-0.000224058,-0.000191724,0.000250682,-0.000196078,-0.000245031,-9.80E-05,-0.000229301,0.000188339,-0.000238754,-0.00015043,-7.69E-05,-6.72E-05,-4.70E-05,-8.48E-05,-3.52E-05,-6.17E-05,-7.25E-05,-8.39E-05,-4.98E-05,-7.66E-05,-2.72E-05,-2.81E-05,-6.30E-05,-4.37E-05,-7.76E-05,4.80E-06,-6.23E-06,9.49E-05,-9.21E-05,-4.18E-05,-2.57E-05,7.25E-05,0.000126356,-3.01E-05,4.70E-05,-5.33E-05,-0.000104972,2.78E-05,-1.78E-05,5.57E-05,1.33E-05,-0.000103089
136.1958834,78.29808519,-19.45854167,-2.090618881,18.76779756,-5.536087077,-0.808266127,4.505224323,-4.358520727,3.200591617,-0.905901655,-6.292858459,-3.703286537,-0.443307904,-1.761833851,-1.210034169,0.239586308,0.426640064,0.815572418,-0.087045578,-1.171826402,-0.426721496,0.848808706,-0.902576667,1.681991574,-0.682716115,-0.345738774,-0.348097581,0.059448041,-0.070783165,-0.263512419,0.134317509,-0.278806425,0.159403849,0.084029289,0.090806544,0.158197645,-0.202804612,-0.399990422,-0.022229185,-0.027788062,-0.012198535,0.032796679,0.121904272,0.016241313,-0.041660009,-0.15551214,0.112258792,-0.039875623,-0.150484692,0.02897388,-0.047265703,-0.049555239,0.078364568,-0.042603641,0.05902543,0.027263404,-0.016267911,-0.081691828,-0.00764265,0.003987867,-0.043982873,0.022795125,0.016654699
-5.153904865,0.919222739,0.133508641,0.290308994,0.598257981,-0.37962681,0.147401128,-0.332544062,-0.829673777,0.270233969,0.241956868,-0.766514708,0.324564204,0.16442635,-0.34402793,-0.328115363,-0.053848931,-0.200418616,0.282886573,-0.022428238,-0.161433131,0.092568356,-0.059592619,-0.015161342,0.148956232,-0.202809207,-0.035066713,0.09186102,-0.295740896,0.007897634,-0.13313986,0.027375864,0.028065341,-0.056893826,-0.053347664,-0.12519303,0.046363354,-0.004152367,0.049968911,-0.010902721,0.00120465,-0.053042108,-0.097834609,0.016587574,-0.135463137,-0.012178569,-0.048126587,0.016756369,0.012516062,0.160531581,-0.003362488,-0.222906955,0.04145685,0.17090743,-0.024226248,0.049904687,0.041713134,-0.010827465,-0.048091805,-0.034352787,0.058794839,-0.024510724,-0.160068152,-0.009487494
-0.007435277,0.00142773,0.000286398,0.000306735,0.00079593,-0.00064327,0.000256103,-0.000417312,-0.001169857,0.000449017,0.000420794,-0.001022725,0.000534336,0.000150261,-0.000411134,-0.000281627,-0.000168298,-0.00027474,0.000334018,-7.14E-05,-0.000172082,7.17E-05,-0.000224058,-0.000191724,0.000250682,-0.000196078,-0.000245031,-9.80E-05,-0.000229301,0.000188339,-0.000238754,-0.00015043,-7.69E-05,-6.72E-05,-4.70E-05,-8.48E-05,-3.52E-05,-6.17E-05,-7.25E-05,-8.39E-05,-4.98E-05,-7.66E-05,-2.72E-05,-2.81E-05,-6.30E-05,-4.37E-05,-7.76E-05,4.80E-06,-6.23E-06,9.49E-05,-9.21E-05,-4.18E-05,-2.57E-05,7.25E-05,0.000126356,-3.01E-05,4.70E-05,-5.33E-05,-0.000104972,2.78E-05,-1.78E-05,5.57E-05,1.33E-05,-0.000103089
-0.007435277,0.00142773,0.000286398,0.000306735,0.00079593,-0.00064327,0.000256103,-0.000417312,-0.001169857,0.000449017,0.000420794,-0.001022725,0.000534336,0.000150261,-0.000411134,-0.000281627,-0.000168298,-0.00027474,0.000334018,-7.14E-05,-0.000172082,7.17E-05,-0.000224058,-0.000191724,0.000250682,-0.000196078,-0.000245031,-9.80E-05,-0.000229301,0.000188339,-0.000238754,-0.00015043,-7.69E-05,-6.72E-05,-4.70E-05,-8.48E-05,-3.52E-05,-6.17E-05,-7.25E-05,-8.39E-05,-4.98E-05,-7.66E-05,-2.72E-05,-2.81E-05,-6.30E-05,-4.37E-05,-7.76E-05,4.80E-06,-6.23E-06,9.49E-05,-9.21E-05,-4.18E-05,-2.57E-05,7.25E-05,0.000126356,-3.01E-05,4.70E-05,-5.33E-05,-0.000104972,2.78E-05,-1.78E-05,5.57E-05,1.33E-05,-0.000103089
-0.493672846,0.28862631,-3.327665663,-1.142329389,-0.08128781,-0.749939109,-0.871226507,-1.661800697,-1.345480673,-1.841514897,-1.813923406,0.045755513,0.975943634,0.324199335,-0.439230874,-0.279178866,0.429970434,-0.249968257,-0.267379423,-0.192866038,1.361820793,-0.035790442,1.391509959,0.384715004,-0.124413968,0.079485078,-0.618824762,0.281283552,1.355922322,0.440833378,1.072526647,0.095768228,-0.807850803,-0.374759342,-0.166214778,-0.022598243,1.325466506,2.155386863,-0.681741122,0.1052314,-0.794576821,0.736233086,0.714631289,-1.081310131,-0.976826212,0.512199139,0.427352757,0.433376512,-0.936970267,-0.933478051,-0.230805714,1.484860433,-0.975220836,-0.440227251,-0.821508896,-0.607525263,-0.426344134,1.026695941,1.075452858,1.866838039,-0.900461351,0.219536472,-1.589834205,0.73753358
-0.007435277,0.00142773,0.000286398,0.000306735,0.00079593,-0.00064327,0.000256103,-0.000417312,-0.001169857,0.000449017,0.000420794,-0.001022725,0.000534336,0.000150261,-0.000411134,-0.000281627,-0.000168298,-0.00027474,0.000334018,-7.14E-05,-0.000172082,7.17E-05,-0.000224058,-0.000191724,0.000250682,-0.000196078,-0.000245031,-9.80E-05,-0.000229301,0.000188339,-0.000238754,-0.00015043,-7.69E-05,-6.72E-05,-4.70E-05,-8.48E-05,-3.52E-05,-6.17E-05,-7.25E-05,-8.39E-05,-4.98E-05,-7.66E-05,-2.72E-05,-2.81E-05,-6.30E-05,-4.37E-05,-7.76E-05,4.80E-06,-6.23E-06,9.49E-05,-9.21E-05,-4.18E-05,-2.57E-05,7.25E-05,0.000126356,-3.01E-05,4.70E-05,-5.33E-05,-0.000104972,2.78E-05,-1.78E-05,5.57E-05,1.33E-05,-0.000103089
6.60599998,-1.571538442,4.401277409,6.672669404,-4.674374951,1.607620107,1.152155694,-1.88246864,-0.353229793,-1.444869978,-2.192678404,1.801886675,0.704204146,3.417571223,0.454837216,0.350747468,2.871728931,0.322954189,-0.22631443,1.101143652,-1.713614982,-0.311220804,-0.720073202,-1.293749737,0.06093317,2.311784429,0.694262349,0.919250666,1.520044072,-2.069145216,-0.69135936,-1.336343975,2.049110193,1.01105142,2.797813341,2.589779256,1.993200758,-0.283292044,-0.726300523,2.710115194,-0.71246383,0.448789524,3.991603999,0.545944234,0.635708324,-2.439493215,-2.204090462,3.333910569,-0.145869642,-0.171805016,-1.027045171,-1.403812415,1.04982119,-1.158559239,-0.675702233,-1.023419382,-1.220086856,0.164983312,-0.695817389,-0.26534856,-0.009253316,-0.412693334,0.029156615,0.050075005
9.452799033,-0.663339472,0.125055218,3.079435882,-1.937372806,0.212510853,-1.420832831,-1.208804484,-2.975652687,-2.97544561,-0.439854862,-0.665467382,1.024308367,2.056068254,-1.442943402,-2.678976921,3.203174495,3.151427399,-0.554560245,1.338102274,0.801864029,-1.392407106,-0.090234153,1.271035499,-2.201369297,2.254788982,-2.834305545,2.763958529,1.541524649,-4.006354623,5.347984263,-6.278897398,-0.125198802,1.344361779,-2.698372784,0.493244885,-3.153773277,4.004664712,-1.99013146,2.976781085,-0.805129263,-3.304019846,-0.447024115,0.101275975,1.094329572,0.788661524,0.570116336,-0.310493573,0.470380511,0.234110163,0.400454347,0.111874368,0.42182971,0.387070405,0.345795827,-0.738443717,0.293136563,-0.029177233,-0.296829349,0.545180258,0.357903718,0.033712964,0.45628568,-0.137338077
-0.007435277,0.00142773,0.000286398,0.000306735,0.00079593,-0.00064327,0.000256103,-0.000417312,-0.001169857,0.000449017,0.000420794,-0.001022725,0.000534336,0.000150261,-0.000411134,-0.000281627,-0.000168298,-0.00027474,0.000334018,-7.14E-05,-0.000172082,7.17E-05,-0.000224058,-0.000191724,0.000250682,-0.000196078,-0.000245031,-9.80E-05,-0.000229301,0.000188339,-0.000238754,-0.00015043,-7.69E-05,-6.72E-05,-4.70E-05,-8.48E-05,-3.52E-05,-6.17E-05,-7.25E-05,-8.39E-05,-4.98E-05,-7.66E-05,-2.72E-05,-2.81E-05,-6.30E-05,-4.37E-05,-7.76E-05,4.80E-06,-6.23E-06,9.49E-05,-9.21E-05,-4.18E-05,-2.57E-05,7.25E-05,0.000126356,-3.01E-05,4.70E-05,-5.33E-05,-0.000104972,2.78E-05,-1.78E-05,5.57E-05,1.33E-05,-0.000103089
